l_ukrainian:
 BOLD:0 "Сміливий"
 shiite_religion_desc:1 "Мусульмани-шиїти вважають, що законним спадкоємцем пророка Магомета як Халіфа та Імама був його двоюрідний брат і зять Алі. Шиїти вважають, що ряд імамів були послідовниками Алі й досі чекають пришестя його остаточного спадкоємця.\nУ грі іслам шиїтського толку присутній в Ірані, Ємені, та, як релігії меншин, у деяких індійських султанатах."
 shinto_religion_desc:1 "Синтоїзм є давньою етнічною релігією Японії, яка протягом століть співіснувала з конфуціанством і буддизмом на Японських островах.\nУ грі вся Японія починає синтоїстською, щоб позначити особливе поєднання буддизму, синтоїзму та інших традицій японського народу."
 sunni_religion_desc:1 "Мусульмани-суніти вважають, що законним спадкоємцем пророка Магомета був його тесть Абу Бакр.\nЯк релігія більшості мусульман світу, сунізм поширений від Марокко до Індонезії і є однією з найрозповсюдженіших релігій у грі."
 totemism_religion_desc:1 "Тотемізм вчить тому, що кожна людина має духовну спорідненість з твариною-тотемом. Ті, хто мають спільний тотем, утворюють клани і вважаються однією сім'єю.\nУ грі тотемізм є державною релігією всіх індіанських племен Північної Америки і поширений у всіх північноамериканських провінціях."
 coptic_religion_desc:1 "Коптське християнство є гілкою християнства, яке сповідує олександрійський обряд і відповідає перед Олександрійським Патріархом.\nЗ взяттям Єгипту мусульманами сотні років назад, Патріархат перейшов під управління нехристиянських держав, а єдині продовжувачі цієї віри розташувалися в Ефіопії і Нубії."
 tengri_pagan_reformed_religion_desc:1 "Тенгрі є головним божеством однієї з найстаріших тюркських або монголо-шаманістських релігій.\nУ грі ця релігія охоплює широкий спектр сибірського і маньчжурського шаманізму і практикується в основному державами Середньої Азії."
 inti_religion_desc:0 "Релігія Інті охоплює широкий спектр різнорідних конфесій Анд, що мають спільні риси. Власне Інті – це ім'я бога сонця, якого імперія інків піднесла над усіма іншими місцевими Уака.\nУ грі велика частина андського регіону починає з Інті."
 nahuatl_religion_desc:1 "Науатль – релігія з ряду мезоамериканських політеїстичних вірувань. Хоча пантеон і багато понять схожі з релігією майя, Науатль набагато більше концентрується на необхідності людських жертвопринесень, щоб мати можливість пережити новий космічний цикл.\nУ грі більшість районів навколо сучасної Центральної Мексики починають з релігією Науатль."
 mesoamerican_religion_religion_desc:1 "Релігія Майя охоплює широкий спектр мезоамериканських політеїстичних вірувань, успадкованих від стародавніх цивілізацій майя. Хоча їхні назви й відрізняються, пантеон і багато традицій вельми схожі на релігію науатль.\nУ грі півострів Юкатан і колишні землі Майяпанської ліги починають з цією релігією."
 chinaware:0 "Порцеляна"
 chinawareDESC:0 "Крім знаменитої порцеляни східні майстри створювали також інші екзотичні для європейців речі, такі як шовк і килими. Привезені з країн Сходу, предмети розкоші високо цінувалися й коштували дуже дорого."
 cloth:0 "Тканина"
 clothDESC:0 "В середні віки тканина виготовлялася загалом із шерсті або льону. Але згодом основною сировиною для виготовлення тканин стала бавовна, яка дуже великими обсягами завозилася з Індії та Америки."
 coffee:0 "Кава"
 coffeeDESC:0 "Каву вперше виявили в північно-східній частині Ефіопії, а вперше вирощувати почали в південній Аравії. З Близького Сходу в XVII столітті кава потрапила в Італію, і згодом поширилася всією Європою. Особливо кава поширилась після того, як Папа Климент VIII визнав її християнським напоєм, незважаючи на заклики це 'мусульманське вариво'."
 copper:0 "Мідь"
 copperDESC:0 "Під 'міддю' маються на увазі також інші кольорові метали, зокрема свинець і олово. Мідь необхідна для виробництва бронзи, з якої відливали перші гармати."
 cotton:0 "Бавовна"
 cottonDESC:0 "Бавовна прийшла у Європу з Центральної Азії, спочатку не отримала значного поширення. Однак наприкінці XVIII століття її стали активно виготовляти в американських колоніях, і вона стала дешевим але хорошим замінником шерсті у текстильній промисловості."
 fish:0 "Риба"
 fishDESC:0 "В часи середньовіччя риба була одним з основних видів їжі, оскільки м'ясо було надто дорогим для більшості людей. Крім того переважно з числа рибалок набиралися команди торгових і військових кораблів."
 fur:0 "Хутро"
 furDESC:0 "Хутро завжди було найкращим матеріалом для якісного теплого одягу. Тривалий час основним постачальником хутра була Росія, проте з середини XVIII століття цей товар почав у значних кількостях надходити з Північної Америки."
 gold:0 "Золото"
 goldDESC:0 "Золото і срібло були основною валютою в середньовічній Європі. Величезні золотодобувні шахти в Центральній і Південній Африці приносили колосальний прибуток своїм власникам. Однак разом з тим золото збільшувало інфляцію, що погано негативно впливало на економіку держав."
 grain:0 "Зерно"
 grainDESC:0 "Зернові культури були основним джерелом їжі не тільки для людей, але й для свійських тварина. Нестача зерна приводила до повстань і заворушень. Після відкриття Америки до зернових культур і традиційних овочів додалися томати, картопля, кукурудза. Це урізноманітнило їжу, і суттєво вплинуло на сільське господарство."
 iron:0 "Залізо"
 ironDESC:0 "Під залізом маються на увазі всі чорні метали та їхні сплави, такі як сталь. Залізо лежить в основі металургійної промисловості, і широко застосовується у виробництві зброї"
 ivory:0 "Слонова кістка"
 ivoryDESC:0 "Слонова кістка була основним експортним товаром з Африки після рабів. Вона використовувалася для виготовлення столових приладів, подарунків, творів мистецтва, меблів та інших предметів."
 naval_supplies:0 "Снасті"
 naval_suppliesDESC:0 "Під морськими снастями мається на увазі цілий ряд товарів, необхідних для будь-якого корабля: від дерева і дьогтю до канатів і вітрил. Основним постачальником такелажу і дерева були прибалтійські країни, однак на початку XVIII століття ці товари стали надходити з Північної Америки. Колонізація нових земель багато в чому була обумовлена необхідністю отримати доступ до цих стратегічно важливих ресурсів."
