l_ukrainian:
 nw_native_ideas:0 "Ідеї тубільців Північного Заходу"
 PROV4858:0 "Таравал"
 PROV_ADJ4858:0 "Таравальськ"
 PROV4859:0 "Гундунгура"
 PROV_ADJ4859:0 "Гундунгурськ"
 PROV4860:0 "Даруг"
 PROV_ADJ4860:0 "Даругськ"
 PROV4861:0 "Вейверу"
 PROV_ADJ4861:0 "Вейверськ"
 PROV4862:0 "Нагадюрі"
 PROV_ADJ4862:0 "Нагадюрськ"
 PROV4863:0 "Някі-Някі"
 PROV_ADJ4863:0 "Някійськ"
 PROV4864:0 "Юат"
 PROV_ADJ4864:0 "Юатськ"
 PROV4865:0 "Куррама"
 PROV_ADJ4865:0 "Куррамськ"
 PROV4866:0 "Мангала"
 PROV_ADJ4866:0 "Мангальськ"
 PROV4867:0 "Вунамбул"
 PROV_ADJ4867:0 "Вунамбульськ"
 PROV4868:0 "Піммайрренер"
 PROV_ADJ4868:0 "Піммайрренерськ"
 PROV4869:0 "Пірапа"
 PROV_ADJ4869:0 "Пірапськ"
 PROV4870:0 "Озера Вілландра"
 PROV_ADJ4870:0 "Вілландрськ"
 TIW:0 "Тіві"
 TIW_ADJ:0 "Тівійськ"
 LAR:0 "Ларракія"
 LAR_ADJ:0 "Ларракійськ"
 YOL:0 "Йолнґу"
 YOL_ADJ:0 "Йолнґуськ"
 YNU:0 "Янува"
 YNU_ADJ:0 "Янувськ"
 AWN:0 "Аунгім"
 AWN_ADJ:0 "Аунгімськ"
 GMI:0 "Каміларой"
 GMI_ADJ:0 "Каміларойськ"
 MIA:0 "Міанджин"
 MIA_ADJ:0 "Міанджинськ"
 EOR:0 "Еора"
 EOR_ADJ:0 "Еорськ"
 KUL:0 "Кулін"
 KUL_ADJ:0 "Кульнськ"
 KAU:0 "Каурна"
 KAU_ADJ:0 "Каурнськ"
 PLW:0 "Палава"
 PLW_ADJ:0 "Палавськ"
 WRU:0 "Вурунтьері"
 WRU_ADJ:0 "Вурунтьерськ"
 NOO:0 "Нюнган"
 NOO_ADJ:0 "Нюнганськ"
 MLG:0 "Мальгана"
 MLG_ADJ:0 "Мальганськ"
 dreamtime:0 "Алчерінга"
 dreamtime_religion_desc:0 "Час сновидінь – це релігійний і культурний світогляд австралійських аборигенів. Час сновидінь одночасно описує час до існування матеріального світу, а також особливу реальність існування, паралельну матеріальному світу. Кажуть, що шамани можуть контактувати з часом сновидінь, а сліди сновидінь можна знайти по всьому світу."
